CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE
137F04604,DOMESTIC VIOLENCE,10-JUN-13,CAPTURED, 216 N. FULTON AVE,BALTIMORE,MD
137F04584,HOMICIDE,10-JUN-13,CAPTURED,2500 OSWEGO,BALTIMORE,MD
137F07126,SEX OFFENSE,10-JUN-13,CAPTURED,616 YALE AVE.,BALTIMORE,MD
134F04245,RAPE,09-JUN-13,CAPTURED, 4900 HAZELWOOD AVE,BALTIMORE,MD
132F03962,UNARMED ROBBERY,08-JUN-13,CAPTURED,3027 E. MONUMENT ST,BALTIMORE,MD
139F03584,UNARMED ROBBERY,07-JUN-13,CAPTURED, 2618 RITTENHOUSE ROAD,BALTIMORE,MD
139F03291,UNARMED ROBBERY,07-JUN-13,CAPTURED, 1317 W. SARATOGA STREET,BALTIMORE,MD
139F01035,AGGRAVATED ASSAULT,06-JUN-13,CAPTURED,3901 ROKEBY RD,BALTIMORE,MD
137F02459,SHOOTING,05-JUN-13,CAPTURED,2030 PENROSE AVE,BALTIMORE,MD
139F01580,ARMED ROBBERY,04-JUN-13,CAPTURED,4104 BOARMAN,BALTIMORE,MD
135F00867,ARMED ROBBERY,03-JUN-13,CAPTURED,2411 W. NORTH AVE,BALTIMORE,MD
134F00821,UNARMED ROBBERY,02-JUN-13,CAPTURED,1600 RAMBLEWOOD,BALTIMORE,MD
133E14372,AGGRAVATED ASSAULT,30-MAY-13,CAPTURED,7985 NOLPARK CT APT 104,BALTIMORE,MD
136E14029,BURGLARY,29-MAY-13,CAPTURED,1818 RIGGS,BALTIMORE,MD
135E13487,HOMICIDE,28-MAY-13,CAPTURED,702 CATHEDRAL ST  1ST FLOOR,BALTIMORE,MD
139E13506,UNARMED ROBBERY,28-MAY-13,CAPTURED,1169 NANTICOKE,BALTIMORE,MD
133E12906,UNARMED ROBBERY,27-MAY-13,CAPTURED,1800 S. CATON AVE,BALTIMORE,MD
137E12973,SHOOTING,27-MAY-13,CAPTURED,1300 PATTERSON AVE,BALTIMORE,MD
134E12850,SHOOTING,27-MAY-13,CAPTURED,2300 E. PRESTON ST.,BALTIMORE,MD
131E12856,RAPE,27-MAY-13,CAPTURED,3404 RETLAW,BALTIMORE,MD
134E12850,SHOOTING,27-MAY-13,CAPTURED,1515 E. EAGER STREET,BALTIMORE,MD
133E12413,AGGRAVATED ASSAULT,26-MAY-13,CAPTURED, 2605 JEFFERSON STREET,BALTIMORE,MD
133E12357,SHOOTING,26-MAY-13,CAPTURED,5126 DARIEN ST.,BALTIMORE,MD
139E11725,HOMICIDE,24-MAY-13,CAPTURED,1600 N. DUKELAND,BALTIMORE,MD
139E11725,HOMICIDE,24-MAY-13,CAPTURED,"1812 WEST ALABAMA AVE, LA",BALTIMORE,MD
139C11725,HOMICIDE,24-MAY-13,CAPTURED, 718 MARTIN LUTHER KING JR BLVD,BALTIMORE,MD
139E11725,HOMICIDE,24-MAY-13,CAPTURED,742 DEACON,BALTIMORE,MD
132E10817,HOME INVASION,23-MAY-13,CAPTURED,2133 E. CHASE ST,BALTIMORE,MD
133E10785,CHILD ABUSE,22-MAY-13,CAPTURED,3810 ELMORA ST,BALTIMORE,MD
133E10714,HOMICIDE,22-MAY-13,CAPTURED,721 BARTLETTS ST ,BALTIMORE,MD
134D10372,ARMED ROBBERY,22-MAY-13,CAPTURED,1623 MOSHER ST,BALTIMORE,MD
133E10237,HOMICIDE,22-MAY-13,CAPTURED,59 SOLAR CIRCLE,BALTIMORE,MD
132E10157,ARMED ROBBERY,21-MAY-13,CAPTURED,1676 BURNWOOD AVE,BALTIMORE,MD
134E10154,ARMED ROBBERY,21-MAY-13,CAPTURED,4300  WILKENS AVE.,BALTIMORE,MD
137E10091,SHOOTING,21-MAY-13,CAPTURED,900 N. HOWARD,BALTIMORE,MD
139E09735,UNARMED ROBBERY,21-MAY-13,CAPTURED,504 JEFFERY,BALTIMORE,MD
132E09192,UNARMED ROBBERY,20-MAY-13,CAPTURED,428 S. BOND ST. ,BALTIMORE,MD
136E09163,ARMED ROBBERY,20-MAY-13,CAPTURED,513 S PULASKI,BALTIMORE,MD
136E09163,ARMED ROBBERY,20-MAY-13,CAPTURED,2000 EAGLE STREET,BALTIMORE,MD
131E09116,ARMED ROBBERY,19-MAY-13,CAPTURED, 5610 BALTIMORE NATIONAL PIKE,BALTIMORE,MD
137E08485,ARMED ROBBERY,18-MAY-13,CAPTURED,1806 CLIFTON,BALTIMORE,MD
133E07548,AGGRAVATED ASSAULT,16-MAY-13,CAPTURED,1401 BLOOMFIELD AVE,BALTIMORE,MD
136E07162,ARMED ROBBERY,16-MAY-13,CAPTURED, 4810 BELAIR ROAD,BALTIMORE,MD
139E07059,SHOOTING,15-MAY-13,CAPTURED,2744 AUGUSTA,BALTIMORE,MD
136E02066,UNARMED ROBBERY,14-MAY-13,CAPTURED,4213 MENLO DRIVE,BALTIMORE,MD
138E06084,ARMED ROBBERY,13-MAY-13,CAPTURED,1300 MOSHER STREET,BALTIMORE,MD
136E05979,UNARMED ROBBERY,13-MAY-13,CAPTURED,2850 BOARMAN AVE.,BALTIMORE,MD
139E00557,SHOOTING,12-MAY-13,CAPTURED,1235 W. LOMBARD STREET,BALTIMORE,MD
138E04149,ARMED ROBBERY,09-MAY-13,CAPTURED,2900 BELMONT AVE,BALTIMORE,MD
136E03664,ARMED ROBBERY,08-MAY-13,CAPTURED,345 ST. PAUL PLACE,BALTIMORE,MD
137E02672,UNARMED ROBBERY,06-MAY-13,CAPTURED, 6620 REISTERSTOWN ROAD,BALTIMORE,MD
134E02606,RAPE,06-MAY-13,CAPTURED,4675 PARK HEIGHTS AVE.,BALTIMORE,MD
131E01872,ARMED ROBBERY,04-MAY-13,CAPTURED,3028 EDMONSON AVE.,BALTIMORE,MD
139E01527,UNARMED ROBBERY,04-MAY-13,CAPTURED,3017 W. BELVEDERE AVE,BALTIMORE,MD
137E01562,UNARMED ROBBERY,03-MAY-13,CAPTURED,2729 ROUND RD.,BALTIMORE,MD
137E01562,ARMED ROBBERY,03-MAY-13,CAPTURED,907 N. DUKELAND,BALTIMORE,MD
133E00497,HOMICIDE,02-MAY-13,CAPTURED, 2200  BARCLAY STREET,BALTIMORE,MD
134E00133,CARJACKING,01-MAY-13,CAPTURED,1900 GREENMOUNT,BALTIMORE,MD
138E00026,SHOOTING,01-MAY-13,CAPTURED,4300 RIDGEWOOD,BALTIMORE,MD
136D13082,AGGRAVATED ASSAULT,28-APR-13,CAPTURED, 3200 CHELSEA TERRACE APT. 2,BALTIMORE,MD
133D12947,AGGRAVATED ASSAULT,27-APR-13,CAPTURED,217 S. BOND ST,BALTIMORE,MD
121D12176,HOMICIDE,26-APR-13,CAPTURED,300 N. PACA,BALTIMORE,MD
134D11777,HOMICIDE,25-APR-13,CAPTURED,"1732 FOUNTAIN ROCK WAY, APT C",BALTIMORE,MD
136D11558,BURGLARY,25-APR-13,CAPTURED,6504 EBERLEE DRIVE APT 201,BALTIMORE,MD
137D11385,AGGRAVATED ASSAULT,24-APR-13,CAPTURED, 1729 N. FULTON STREET,BALTIMORE,MD
137D11441,UNARMED ROBBERY,24-APR-13,CAPTURED,1706 MELWOOD CT.,BALTIMORE,MD
136D10768,UNARMED ROBBERY,23-APR-13,CAPTURED,5404 BONNER RD APT D,BALTIMORE,MD
132D10465,ARMED ROBBERY,23-APR-13,CAPTURED, 1350 HOMESTEAD AVE,BALTIMORE,MD
134D10372,ARMED ROBBERY,22-APR-13,CAPTURED,511 ROBBINS,CAMBRIDGE,MD
134D10051,ARMED ROBBERY,22-APR-13,CAPTURED, 3600 BELAIR ROAD,BALTIMORE,MD
131D10010,ARMED ROBBERY,22-APR-13,CAPTURED,828 W. NORTH AVE APT B,BALTIMORE,MD
139D08625,SHOOTING,18-APR-13,CAPTURED,7 NORMANDY RD,BALTIMORE,MD
131D08685,UNARMED ROBBERY,18-APR-13,CAPTURED,4213 RIDGE RD APT C ,BALTIMORE,MD
132D08197,CARJACKING,18-APR-13,CAPTURED,2114 ORLEANS ST,BALTIMORE,MD
134D08029,ARMED ROBBERY,17-APR-13,CAPTURED,6548 REISTERSTOWN RD,BALTIMORE,MD
132A06988,BURGLARY,17-APR-13,CAPTURED,1231 VALLEY ST.,BALTIMORE,MD
134D07618,ARMED ROBBERY,16-APR-13,CAPTURED,1200 EDEN STREET,BALTIMORE,MD
138D07437,HOMICIDE,16-APR-13,CAPTURED,455 MEADOWOOD RD,BALTIMORE,MD
137D06905,AGGRAVATED ASSAULT,15-APR-13,CAPTURED,1504 APPLETON,BALTIMORE,MD
137D06905,AGGRAVATED ASSAULT,15-APR-13,CAPTURED,2136 HARFORD RD,BALTIMORE,MD
131D06691,ARMED ROBBERY,15-APR-13,CAPTURED,2424 PENNSYLVANIA,BALTIMORE,MD
132D06904,ARMED ROBBERY,15-APR-13,CAPTURED,2914 E MADISON STREET,BALTIMORE,MD
133D00631,AGGRAVATED ASSAULT,14-APR-13,CAPTURED,1637 BAKBURY CT,BALTIMORE,MD
131D05719,ARMED ROBBERY,12-APR-13,CAPTURED,1376 W. NORTH AVE,BALTIMORE,MD
132D05263,ARMED ROBBERY,11-APR-13,CAPTURED,500 W. PRESTON ST,BALTIMORE,MD
139D05239,ARMED ROBBERY,11-APR-13,CAPTURED, 2819 PELHAM AVE,BALTIMORE,MD
137D04815,HOME INVASION,11-APR-13,CAPTURED,1705 EDMONDSON AVE,BALTIMORE,MD
134D04563,UNARMED ROBBERY,10-APR-13,CAPTURED,5737 MAPLEHILL ROAD,BALTIMORE,MD
132D04240,ARMED ROBBERY,09-APR-13,CAPTURED,200 N ROSE STREET,BALTIMORE,MD
139D04236,UNARMED ROBBERY,09-APR-13,CAPTURED,2621 ROSEWOOD,BALTIMORE,MD
133D03693,DOMESTIC VIOLENCE,08-APR-13,CAPTURED,3019 E. MONUMENT ST,BALTIMORE,MD
139D03283,HOMICIDE,08-APR-13,CAPTURED,1706 HARFORD RD,BALTIMORE,MD
133D03171,AGGRAVATED ASSAULT,07-APR-13,CAPTURED,3827 RAVENWOOD,BALTIMORE,MD
133D03171,AGGRAVATED ASSAULT,07-APR-13,CAPTURED,"3600 PULASKI HWY, ROOM 226",BALTIMORE,MD
136D01728,UNARMED ROBBERY,04-APR-13,CAPTURED,"3108 REISTERSTOWN, ",BALTIMORE,MD
136D01430,ARMED ROBBERY,03-APR-13,CAPTURED,3800 W. ROGERS AVE,BALTIMORE,MD
136D01550,BURGLARY,03-APR-13,CAPTURED,408 COMMONWEALTH,BALTIMORE,MD
137D00958,ARMED ROBBERY,02-APR-13,CAPTURED,2605 EDMONDSON AVE,BALTIMORE,MD
134D00873,SHOOTING,02-APR-13,CAPTURED,1200 HAVENWOOD,BALTIMORE,MD
139D00731,OTHER,02-APR-13,CAPTURED, 4131 MARIBAN COURT,BALTIMORE,MD
136D00780,OTHER,02-APR-13,CAPTURED,2814 OSWEGO AVE,BALTIMORE,MD
136D00536,HOME INVASION,02-APR-13,CAPTURED, 5500 RADECKE AVE,BALTIMORE,MD
134C00353,MISSING PERSON,01-APR-13,CAPTURED,7116 PARK HEIGHTS AVE,BALTIMORE,MD
134C13632,HOMICIDE,31-MAR-13,CAPTURED,1300 LUZERNE AVE,BALTIMORE,MD
139C12678,ARMED ROBBERY,28-MAR-13,CAPTURED,203 CHERRY HILL ROAD,BALTIMORE,MD
136C12628,ARMED ROBBERY,28-MAR-13,CAPTURED,5801 BALTIMORE NATIONAL PIKE,BALTIMORE,MD
134C12184,UNARMED ROBBERY,27-MAR-13,CAPTURED,"5716 PLAINFIELD AVE, APTB",BALTIMORE,MD
134C12171,ARMED ROBBERY,27-MAR-13,CAPTURED,5 BRIGHT STAR CT,BALTIMORE,MD
134C12171,ARMED ROBBERY,27-MAR-13,CAPTURED,1006 3RD ST. SW,BALTIMORE,MD
131C10076,AGGRAVATED ASSAULT,22-MAR-13,CAPTURED,1800 PRESBURY,BALTIMORE,MD
137C09657,AGGRAVATED ASSAULT,22-MAR-13,CAPTURED,2200 BERLIN STREET,BALTIMORE,MD
138C09506,UNARMED ROBBERY,21-MAR-13,CAPTURED,702 MT HOLLY,BALTIMORE,MD
139C09424,UNARMED ROBBERY,21-MAR-13,CAPTURED,1520 N WOLFE STREET,BALTIMORE,MD
132C08900,UNARMED ROBBERY,20-MAR-13,CAPTURED,153 N. LAKEWOOD. ,BALTIMORE,MD
136C07911,ABDUCTION,18-MAR-13,CAPTURED,1207 N. DUKELAND ST,BALTIMORE,MD
136C07911,ABDUCTION,18-MAR-13,CAPTURED, 1207 N. DUKELAND STREET,BALTIMORE,MD
137C07481,HOMICIDE,17-MAR-13,CAPTURED,2406 WINCHESTER APT. H,BALTIMORE,MD
137C07481,HOMICIDE,17-MAR-13,CAPTURED,2802 BELMONT,BALTIMORE,MD
134C07354,CHILD ABUSE,16-MAR-13,CAPTURED,5302 LEITH RD APT D,BALTIMORE,MD
134C06161,OTHER,14-MAR-13,CAPTURED,3225 FRISBY ST.,BALTIMORE,MD
134C05395,ARMED ROBBERY,12-MAR-13,CAPTURED,18 BARTLEY CT,BALTIMORE,MD
134C05142,BURGLARY,12-MAR-13,CAPTURED, 6332 FREDERICK ROAD,BALTIMORE,MD
138C03960,ARSON,09-MAR-13,CAPTURED,2120 BARCLAY APT D,BALTIMORE,MD
137C02536,ARMED ROBBERY,06-MAR-13,CAPTURED, 1500 CLIFTON AVENUE,BALTIMORE,MD
136C01178,HOMICIDE,03-MAR-13,CAPTURED,3007 DUNDALK AVE,BALTIMORE,MD
137C00524,UNARMED ROBBERY,01-MAR-13,CAPTURED,2572 HOLLINS ST APT6,BALTIMORE,MD
135B09599,MISSING PERSON,28-FEB-13,CAPTURED,2213 W. SARATOGA,BALTIMORE,MD
133B11899,RAPE,28-FEB-13,CAPTURED,2330 HARFORD RD,BALTIMORE,MD
125L01271,BURGLARY,27-FEB-13,CAPTURED,2646 HUNTINGDON,BALTIMORE,MD
134B11323,ARMED ROBBERY,26-FEB-13,CAPTURED,BY WATF 4210 SHELDON AVE,BALTIMORE,MD
131B11142,ARMED ROBBERY,26-FEB-13,CAPTURED,2502 LONGWOOD ST,BALTIMORE,MD
134B10503,HOMICIDE,24-FEB-13,CAPTURED,702 W. NORTH AVE APT E,BALTIMORE,MD
133B09250,OTHER,21-FEB-13,CAPTURED,3614 ERDMAN,BALTIMORE,MD
135B08625,BURGLARY,20-FEB-13,CAPTURED, 2228 FIRETHORN ROAD,MIDDLE RIVER,MD
136B07883,DOMESTIC VIOLENCE,19-FEB-13,CAPTURED,2111 MCCULLOH ST,BALTIMORE,MD
135B07823,UNARMED ROBBERY,18-FEB-13,CAPTURED,1318 E. 33RD. ST.,BALTIMORE,MD
137B05705,HOME INVASION,13-FEB-13,CAPTURED,1400 E FAYETTE STREET,BALTIMORE,MD
138B05573,ARMED ROBBERY,13-FEB-13,CAPTURED,6700 REISTERSTOWN. ,BALTIMORE,MD
135B05427,ARMED ROBBERY,13-FEB-13,CAPTURED,2549 EDMONDSON AVE,BALTIMORE,MD
138B05144,ARMED ROBBERY,12-FEB-13,CAPTURED,326 N CAREY ST. APT 3,BALTIMORE,MD
138B04600,UNARMED ROBBERY,11-FEB-13,CAPTURED, 600 W. LAFAYETTE STREET APT 104,BALTIMORE,MD
131B04628,UNARMED ROBBERY,11-FEB-13,CAPTURED,840 GUILFORD AVE,BALTIMORE,MD
131B04019,UNARMED ROBBERY,09-FEB-13,CAPTURED, 611 W. MOSHER STREET,BALTIMORE,MD
137B00903,HOMICIDE,03-FEB-13,CAPTURED,4313 ELDONE,BALTIMORE,MD
131A13035,RAPE,30-JAN-13,CAPTURED,3200 HARFORD RD,BALTIMORE,MD
126L06066,BURGLARY,28-JAN-13,CAPTURED,1618 E. 28TH ST,BALTIMORE,MD
136A11271,ARMED ROBBERY,25-JAN-13,CAPTURED,3900 RIDGEWOOD AVE,BALTIMORE,MD
134A10858,ARMED ROBBERY,25-JAN-13,CAPTURED,1700  HARFFORD RD.,BALTIMORE,MD
137A09921,AGGRAVATED ASSAULT,25-JAN-13,CAPTURED,29 N. FULTON ST,BALTIMORE,MD
134A10798,UNARMED ROBBERY,24-JAN-13,CAPTURED,1523 DELVALE AVE,BALTIMORE,MD
131A09894,ARMED ROBBERY,22-JAN-13,CAPTURED,3913 RIDGECROFT,BALTIMORE,MD
139A09112,AGGRAVATED ASSAULT,21-JAN-13,CAPTURED,35 S. CAREY ST,BALTIMORE,MD
136A08956,SHOOTING,20-JAN-13,CAPTURED,11335 LITTLE PATUXENT PKWY,COLUMBIA,MD
132A08561,UNARMED ROBBERY,19-JAN-13,CAPTURED,257 BALLOU CT,BALTIMORE,MD
132A05836,SEX OFFENSE,14-JAN-13,CAPTURED, 353 S. MASON COURT,BALTIMORE,MD
136A03045,OTHER,07-JAN-13,CAPTURED, 2630 PARK HGHTS TERR,BALTIMORE,MD
128L02749,UNARMED ROBBERY,06-JAN-13,CAPTURED, 700 CUMBERLAND STREET,BALTIMORE,MD
135A01932,ABDUCTION,05-JAN-13,CAPTURED,1709 W. BALTIMORE,BALTIMORE,MD
135A01904,RAPE,03-JAN-13,CAPTURED,1609 QUANTICO,BALTIMORE,MD
123L08827,UNARMED ROBBERY,03-JAN-13,CAPTURED,1417 E. FAYETTE ST,BALTIMORE,MD
137A00136,ARMED ROBBERY,01-JAN-13,CAPTURED, 200 N. FULTON AVE,BALTIMORE,MD
132A03017,UNARMED ROBBERY,31-DEC-12,CAPTURED,1700 E. BALTIMORE ST,BALTIMORE,MD
124L11645,SHOOTING,28-DEC-12,CAPTURED,1936 ORMAND RD,BALTIMORE,MD
124L09890,BURGLARY,22-DEC-12,CAPTURED,1400 E. BIDDLE ST.,BALTIMORE,MD
129L09576,AGGRAVATED ASSAULT,22-DEC-12,CAPTURED, 513 OTTERBEIN STREET,BALTIMORE,MD
126L06298,SEX OFFENSE,14-DEC-12,CAPTURED,AGAIN 2124 DRUID PARK DRIVE,BALTIMORE,MD
126L05606,HOMICIDE,13-DEC-12,CAPTURED, 1903 E. 32ND STREET,BALTIMORE,MD
126L04958,ARMED ROBBERY,12-DEC-12,CAPTURED,4309 PARK HEIGHTS AVE,BALTIMORE,MD
121L04824,ARMED ROBBERY,11-DEC-12,CAPTURED,6000 WABASH,BALTIMORE,MD
121L04146,HOMICIDE,10-DEC-12,CAPTURED, 500 N. LAKEWOOD AVE,BALTIMORE,MD
121L04146,HOMICIDE,10-DEC-12,CAPTURED, 306 HENLEY ST.,HIGHPOINT,NC
121L04146,HOMICIDE,10-DEC-12,CAPTURED,1640 LORMAN CT,BALTIMORE,MD
124L03967,DOMESTIC VIOLENCE,09-DEC-12,CAPTURED, 21 ACORN CIRCLE APT. 204,BALTIMORE,MD
124L02145,ARMED ROBBERY,05-DEC-12,CAPTURED,117 S. CONKLIN AVE,BALTIMORE,MD
121L01152,ARMED ROBBERY,03-DEC-12,CAPTURED,"1618 MCCULLOH, APT 2",BALTIMORE,MD
126L01008,CARJACKING,03-DEC-12,CAPTURED,3900 LIBERTY HEIGHTS,BALTIMORE,MD
125L00363,ARMED ROBBERY,01-DEC-12,CAPTURED,3725 ELLERSLIE AVE,BALTIMORE,MD
124K12501,ARMED ROBBERY,29-NOV-12,CAPTURED, 2414 BRIDGEHAMPTON ROAD APT. D,BALTIMORE,MD
131B04516,DOMESTIC VIOLENCE,26-NOV-12,CAPTURED,208 SPELLMAN,BALTIMORE,MD
124K10402,UNARMED ROBBERY,24-NOV-12,CAPTURED,37 COMET COURT,BALTIMORE,MD
127K09795,SEX OFFENSE,23-NOV-12,CAPTURED,7050 FRIENDSHIP RD.,BALTIMORE,MD
121K08416,ARMED ROBBERY,19-NOV-12,CAPTURED,514 E. NORTH AVE,BALTIMORE,MD
121K08368,UNARMED ROBBERY,19-NOV-12,CAPTURED,30 W. BIDDLE ST,BALTIMORE,MD
122K05735,ARMED ROBBERY,13-NOV-12,CAPTURED,424 N. CURLEY ST.,BALTIMORE,MD
128J09875,OTHER,13-NOV-12,CAPTURED,1120 HOLLINS,BALTIMORE,MD
128J09875,AGGRAVATED ASSAULT,13-NOV-12,CAPTURED,1120 HOLLINS ST,BALTIMORE,MD
125K05268,ARMED ROBBERY,12-NOV-12,CAPTURED,2530 N. CHARLES STREET,BALTIMORE,MD
123K05130,HOMICIDE,12-NOV-12,CAPTURED,"3100 FOUR SEASONS CT., APT C4",BALTIMORE,MD
123K05130,HOMICIDE,12-NOV-12,CAPTURED, 3432 CARDENAS AVE,BALTIMORE,MD
121K04524,RAPE,11-NOV-12,CAPTURED, 7313 DOOMAN ROAD,BALTIMORE,MD
125K04066,CHILD ABUSE,10-NOV-12,CAPTURED,2000 BK. E. NORTHERN PKWY,BALTIMORE,MD
124K03421,UNARMED ROBBERY,08-NOV-12,CAPTURED, 3400 ELMLEY AVE IN SEWER DRAIN,BALTIMORE,MD
124K03270,HOMICIDE,08-NOV-12,CAPTURED,1212 W. LOMBARD ST,BALTIMORE,MD
124H01367,OTHER,08-NOV-12,CAPTURED, 1800 PRESSTMAN STREET,BALTIMORE,MD
122K03466,ARMED ROBBERY,08-NOV-12,CAPTURED, 120 S. HIGHLAND AVE 2ND FLOOR,BALTIMORE,MD
124J14313,ARMED ROBBERY,31-OCT-12,CAPTURED,5653 PURDUE AVE APT A,BALTIMORE,MD
128J14213,ARMED ROBBERY,31-OCT-12,CAPTURED,3543 BENZINGER,BALTIMORE,MD
129J14181,CARJACKING,31-OCT-12,CAPTURED, 46 S. FRANKLINTOWN RD,BALTIMORE,MD
123J13550,AGGRAVATED ASSAULT,31-OCT-12,CAPTURED,2208 CHRISTIAN,BALTIMORE,MD
125J13717,UNARMED ROBBERY,30-OCT-12,CAPTURED, 2637 GREENMONT AVE,BALTIMORE,MD
127J11400,OTHER,24-OCT-12,CAPTURED, 2417 E. HOFFMAN STREET,BALTIMORE,MD
127J11400,SHOOTING,24-OCT-12,CAPTURED, 2417 E. HOFFMAN STREET,BALTIMORE,MD
124J10668,UNARMED ROBBERY,23-OCT-12,CAPTURED,4400 ANNTANA,BALTIMORE,MD
123J09403,WITNESS LOCATION,20-OCT-12,CAPTURED,5818 LOCH RAVEN BLVD,BALTIMORE,MD
124J08453,HOME INVASION,18-OCT-12,CAPTURED, 1500 EUTAW PLACE,BALTIMORE,MD
122J07661,ARMED ROBBERY,16-OCT-12,CAPTURED, 307 S. DUNCAN STREET,BALTIMORE,MD
129J06080,SHOOTING,13-OCT-12,CAPTURED,2538 TERRA FIRMA ROAD,BALTIMORE,MD
124J04831,ARMED ROBBERY,10-OCT-12,CAPTURED,2303 ASHLAND AVE,BALTIMORE,MD
088E01108,OTHER,10-OCT-12,CAPTURED, 303 MILINTON AVE,BALTIMORE,MD
125K02594,CARJACKING,06-OCT-12,CAPTURED, 4201 YORK ROAD APT. 12,BALTIMORE,MD
128J02480,OTHER,05-OCT-12,CAPTURED,22 RIDGE ROAD,CATONSVILLE,MD
128I01283,UNARMED ROBBERY,03-OCT-12,CAPTURED,2135 HOLLINS ST.,BALTIMORE,MD
125I01132,UNARMED ROBBERY,03-OCT-12,CAPTURED,2400 KENOAK,BALTIMORE,MD
129I13611,SHOOTING,28-SEP-12,CAPTURED,400 SUTER RD,BALTIMORE,MD
128I13598,ARMED ROBBERY,28-SEP-12,CAPTURED,2906 WYNHAM,BALTIMORE,MD
123I12835,RAPE,27-SEP-12,CAPTURED,837 W. LAFAYETTE AVE.,BALTIMORE,MD
128I12620,SHOOTING,26-SEP-12,CAPTURED, 129 S. COLLINS STREET,BALTIMORE,MD
139I12277,ARMED ROBBERY,25-SEP-12,CAPTURED,303 S. BENTALOU ST,BALTIMORE,MD
129I11743,RAPE,25-SEP-12,CAPTURED,2900 PRESTMAN STREET APT F,BALTIMORE,MD
124I11107,MISSING PERSON,23-SEP-12,CAPTURED,846 BRIDGEVIEW,BALTIMORE,MD
124I11170,MISSING PERSON,23-SEP-12,CAPTURED,3765 COLUMBUS DRIVE,BALTIMORE,MD
128I10617,ARMED ROBBERY,22-SEP-12,WATF CAP,1102 W. SARATOGA ST,BALTIMORE,MD
124I09861,DOMESTIC VIOLENCE,21-SEP-12,CAPTURED,2706 GILES RD,BALTIMORE,MD
126I09782,AGGRAVATED ASSAULT,20-SEP-12,CAPTURED,"5017 BELAIR RD, APT B",BALTIMORE,MD
122I08226,SEX OFFENSE,17-SEP-12,CAPTURED,441 ELRINO STREET,BALTIMORE,MD
122I07762,UNARMED ROBBERY,16-SEP-12,CAPTURED,200 S. BROADWAY,BALTIMORE,MD
126I06499,ARMED ROBBERY,14-SEP-12,CAPTURED,3313 SPAULDING AVE,BALTIMORE,MD
127I05613,SHOOTING,12-SEP-12,CAPTURED,2425 WOODBROOK AVE,BALTIMORE,MD
132I05505,BURGLARY,12-SEP-12,CAPTURED,4302 ADELLE TERRACE APT 202,BALTIMORE,MD
126I05270,ARMED ROBBERY,11-SEP-12,CAPTURED,2400 PENNSYLVANIA AVE,BALTIMORE,MD
124I04319,CARJACKING,09-SEP-12,CAPTURED,1010 N. PATTERSON PARK AVE,BALTIMORE,MD
129I03524,ARMED ROBBERY,07-SEP-12,CAPTURED,2001 N. LONGWOOD,BALTIMORE,MD
123I01206,HOMICIDE,03-SEP-12,CAPTURED,"9805 WHITNEY DR., APT 210",BALTIMORE,MD
121I00528,ARMED ROBBERY,01-SEP-12,CAPTURED,1126 STODDARD COURT,BALTIMORE,MD
123I00441,OTHER,01-SEP-12,CAPTURED,201 E. UNIVERSITY PKWY,BALTIMORE,MD
129I00141,RAPE,01-SEP-12,CAPTURED,620 FALLSWAY,BALTIMORE,MD
129I00141,RAPE,01-SEP-12,CAPTURED,518 S. GILMORE STREET,BALTIMORE,MD
127H15309,ARMED ROBBERY,31-AUG-12,CAPTURED,2400  LORETTA AVE,BALTIMORE,MD
126H14566,HOMICIDE,30-AUG-12,CAPTURED,1300  HOLLINS ST,BALTIMORE,MD
125H14846,UNARMED ROBBERY,30-AUG-12,CAPTURED, 519 OAKLAND AVE,BALTIMORE,MD
122H12708,ARMED ROBBERY,26-AUG-12,CAPTURED,233 S. BROADWAY,BALTIMORE,MD
124H01093,SHOOTING,22-AUG-12,CAPTURED,4400 MORAVIA RD APT 9,BALTIMORE,MD
123H10767,OTHER,22-AUG-12,CAPTURED,1617 CLIFTVIEW,BALTIMORE,MD
121H10095,ARMED ROBBERY,20-AUG-12,CAPTURED,1700 PENNSYVANIA,BALTIMORE,MD
121H09595,SHOOTING,20-AUG-12,CAPTURED,113 JUNIPER ST,BALTIMORE,MD
124H09592,CARJACKING,19-AUG-12,CAPTURED,2124 N. WOLFE ST,BALTIMORE,MD
129H08940,HOME INVASION,18-AUG-12,CAPTURED,1557 COLE ST,BALTIMORE,MD
126H08861,SEX OFFENSE,18-AUG-12,CAPTURED,900 BARDSWELL,BALTIMORE,MD
124I10822,BURGLARY,17-AUG-12,CAPTURED,1918 E. 29TH STREET,BALTIMORE,MD
126H08539,BURGLARY,17-AUG-12,CAPTURED,405 N PACA,BALTIMORE,MD
127H03016,SHOOTING,16-AUG-12,CAPTURED,3800 LIBERTY HTS,BALTIMORE,MD
128H07664,HOMICIDE,16-AUG-12,CAPTURED,4110 MOUNTWOOD,BALTIMORE,MD
128H07664,HOMICIDE,16-AUG-12,CAPTURED,53 UPMANOR,BALTIMORE,MD
124H07303,ARMED ROBBERY,15-AUG-12,CAPTURED,4010 WILSBY AVE,BALTIMORE,MD
122H07136,ARMED ROBBERY,14-AUG-12,CAPTURED,600 CHERRY CREST,BALTIMORE,MD
122H07136,ARMED ROBBERY,14-AUG-12,CAPTURED,1908 THAYER TERRACE,BALTIMORE,MD
