CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE,Full Address,Latitude,Longitude
122C14500,UNARMED ROBBERY,29-Mar-12,CAPTURED,121 N. COLLINGTON AVE,BALTIMORE,MD,121 N. COLLINGTON AVE BALTIMORE MD ,,
111C13636,UNARMED ROBBERY,28-Mar-12,CAPTURED,323 ILLCHESTER AVE,BALTIMORE,MD,323 ILLCHESTER AVE BALTIMORE MD ,,
124C12964,HOMICIDE,27-Mar-12,CAPTURED,500 E 29TH STREET,BALTIMORE,MD,500 E 29TH STREET BALTIMORE MD ,,
122C12002,AGGRAVATED ASSAULT,25-Mar-12,CAPTURED,6804 AVERILL APT T1,BALTIMORE,MD,6804 AVERILL APT T1 BALTIMORE MD ,,
129C11590,ARMED ROBBERY,24-Mar-12,CAPTURED,1146 N STRICKER ST,BALTIMORE,MD,1146 N STRICKER ST BALTIMORE MD ,,
124C09314,ARMED ROBBERY,19-Mar-12,CAPTURED,7014 ARION AVE,BALTIMORE,MD,7014 ARION AVE BALTIMORE MD ,,
122C09206,HOMICIDE,19-Mar-12,CAPTURED,300 S. OLDHAM,BALTIMORE,MD,300 S. OLDHAM BALTIMORE MD ,,
124C09036,SEX OFFENSE,18-Mar-12,CAPTURED,2628 LONGWOOD STREET,BALTIMORE,MD,2628 LONGWOOD STREET BALTIMORE MD ,,
121C09009,ARMED ROBBERY,18-Mar-12,CAPTURED,5206 WILTON HTS.,BALTIMORE,MD,5206 WILTON HTS. BALTIMORE MD ,,
128C05165,ARMED ROBBERY,12-Mar-12,CAPTURED,3201 MASSACHUSETTS,BALTIMORE,MD,3201 MASSACHUSETTS BALTIMORE MD ,,
128C04320,AGGRAVATED ASSAULT,10-Mar-12,CAPTURED,4400 FREDERICK AVE,BALTIMORE,MD,4400 FREDERICK AVE BALTIMORE MD ,,
121C02915,AGGRAVATED ASSAULT,7-Mar-12,CAPTURED,4400 PARK HEIGHTS AVE,BALTIMORE,MD,4400 PARK HEIGHTS AVE BALTIMORE MD ,,
126B11256,SHOOTING,26-Feb-12,CAPTURED,6920 MARSUE DRIVE,BALTIMORE,MD,6920 MARSUE DRIVE BALTIMORE MD ,,
121B10818,ARMED ROBBERY,25-Feb-12,CAPTURED,8808 STEPHANIE ROAD,BALTIMORE,MD,8808 STEPHANIE ROAD BALTIMORE MD ,,
122B07936,UNARMED ROBBERY,19-Feb-12,CAPTURED,200 S. DALLAS COURT,BALTIMORE,MD,200 S. DALLAS COURT BALTIMORE MD ,,
122B05594,AGGRAVATED ASSAULT,13-Feb-12,CAPTURED,6116 PLANTVIEW WAY,BALTIMORE,MD,6116 PLANTVIEW WAY BALTIMORE MD ,,
126B02532,ARMED ROBBERY,6-Feb-12,CAPTURED,4005 PINKNEY,BALTIMORE,MD,4005 PINKNEY BALTIMORE MD ,,
126B02532,ARMED ROBBERY,6-Feb-12,CAPTURED,4005 PINKNEY,BALTIMORE,MD,4005 PINKNEY BALTIMORE MD ,,
128B00566,ARMED ROBBERY,2-Feb-12,CAPTURED,1324 WASHINGTON BLVD,BALTIMORE,MD,1324 WASHINGTON BLVD BALTIMORE MD ,,
121B00441,ARMED ROBBERY,1-Feb-12,CAPTURED,1931 MCCULLOH STREET,BALTIMORE,MD,1931 MCCULLOH STREET BALTIMORE MD ,,
134B00424,DOMESTIC VIOLENCE,1-Feb-12,CAPTURED,500 EXETER HALL,BALTIMORE,MD,500 EXETER HALL BALTIMORE MD ,,
124B00436,HOMICIDE,1-Feb-12,CAPTURED,4506 RIESTERSTOWN RD,BALTIMORE,MD,4506 RIESTERSTOWN RD BALTIMORE MD ,,
124A10851,BURGLARY,25-Jan-12,CAPTURED,2527 STEELE AVE APT A,BALTIMORE,MD,2527 STEELE AVE APT A BALTIMORE MD ,,
129A05887,AGGRAVATED ASSAULT,24-Jan-12,CAPTURED,521 N. BOULDIN STREET,BALTIMORE,MD,521 N. BOULDIN STREET BALTIMORE MD ,,
129A09076,UNARMED ROBBERY,21-Jan-12,CAPTURED,7400 LIBERTY RD,BALTIMORE,MD,7400 LIBERTY RD BALTIMORE MD ,,
124A08836,UNARMED ROBBERY,21-Jan-12,CAPTURED,4500 PARK HEIGHTS AVE,BALTIMORE,MD,4500 PARK HEIGHTS AVE BALTIMORE MD ,,
126A08677,BURGLARY,20-Jan-12,CAPTURED,2640 GATEHOUSE DRIVE,BALTIMORE,MD,2640 GATEHOUSE DRIVE BALTIMORE MD ,,
123A08328,ARMED ROBBERY,20-Jan-12,CAPTURED,5204 READY AVE,BALTIMORE,MD,5204 READY AVE BALTIMORE MD ,,
124A07515,ARMED ROBBERY,18-Jan-12,CAPTURED,4109 MARX AVE,BALTIMORE,MD,4109 MARX AVE BALTIMORE MD ,,
129A07199,UNARMED ROBBERY,17-Jan-12,CAPTURED,1217 LOMBARD,BALTIMORE,MD,1217 LOMBARD BALTIMORE MD ,,
122A07303,BURGLARY,17-Jan-12,CAPTURED,413 N. ROSE ST.,BALTIMORE,MD,413 N. ROSE ST. BALTIMORE MD ,,
122A07303,BURGLARY,17-Jan-12,CAPTURED,414 N. ROSE ST.,BALTIMORE,MD,414 N. ROSE ST. BALTIMORE MD ,,
114A06871,ARMED ROBBERY,17-Jan-12,CAPTURED,415 N. ROSE ST.,BALTIMORE,MD,415 N. ROSE ST. BALTIMORE MD ,,
124A06807,ARMED ROBBERY,16-Jan-12,CAPTURED,416 N. ROSE ST.,BALTIMORE,MD,416 N. ROSE ST. BALTIMORE MD ,,
123A01806,HOMICIDE,5-Jan-12,CAPTURED,10114 WIGAN DRIVE,CLINTON,MD,10114 WIGAN DRIVE CLINTON MD ,,
123A00664,ARMED ROBBERY,2-Jan-12,CAPTURED,2526 E. MADISON STREET,BALTIMORE,MD,2526 E. MADISON STREET BALTIMORE MD ,,
129A00528,ARMED ROBBERY,2-Jan-12,CAPTURED,2415 CHRISTIAN STREET,BALTIMORE,MD,2415 CHRISTIAN STREET BALTIMORE MD ,,
118L13518,UNARMED ROBBERY,31-Dec-11,CAPTURED,5032 PALMER,BALTIMORE,MD,5032 PALMER BALTIMORE MD ,,
118L13518,UNARMED ROBBERY,31-Dec-11,CAPTURED,6220 SHIPVIEW WAY,BALTIMORE,MD,6220 SHIPVIEW WAY BALTIMORE MD ,,
116L13125,SHOOTING,30-Dec-11,CAPTURED,3700 REISTERSTOWN ROAD,BALTIMORE,MD,3700 REISTERSTOWN ROAD BALTIMORE MD ,,
119L12434,ARMED ROBBERY,29-Dec-11,CAPTURED,2900 ROUND ROAD,BALTIMORE,MD,2900 ROUND ROAD BALTIMORE MD ,,
115L12161,OTHER,28-Dec-11,CAPTURED,5644 KAVON AVE,BALTIMORE,MD,5644 KAVON AVE BALTIMORE MD ,,
119L11816,ARSON,28-Dec-11,CAPTURED,801 N. FULTON AVE,BALTIMORE,MD,801 N. FULTON AVE BALTIMORE MD ,,
112L11603,UNARMED ROBBERY,27-Dec-11,CAPTURED,3035 E. MONUMENT,BALTIMORE,MD,3035 E. MONUMENT BALTIMORE MD ,,
117L09471,OTHER,23-Dec-11,CAPTURED,3003E SEABURY ROAD,BALTIMORE,MD,3003E SEABURY ROAD BALTIMORE MD ,,
117L09471,OTHER,23-Dec-11,CAPTURED,20 ASTRO CT,BALTIMORE,MD,20 ASTRO CT BALTIMORE MD ,,
112L08538,ARMED ROBBERY,20-Dec-11,CAPTURED,3521 E FAYETTE,BALTIMORE,MD,3521 E FAYETTE BALTIMORE MD ,,
112L07857,ARMED ROBBERY,18-Dec-11,CAPTURED,1272 GLYNDON AVE,BALTIMORE,MD,1272 GLYNDON AVE BALTIMORE MD ,,
116L07669,OTHER,17-Dec-11,CAPTURED,200 S. HILTON ST,BALTIMORE,MD,200 S. HILTON ST BALTIMORE MD ,,
118L07308,HOMICIDE,16-Dec-11,CAPTURED,201 N CALHOUN,BALTIMORE,MD,201 N CALHOUN BALTIMORE MD ,,
114L06928,ARMED ROBBERY,16-Dec-11,CAPTURED,2315 LANDSDOWNE APT 2C,BALTIMORE,MD,2315 LANDSDOWNE APT 2C BALTIMORE MD ,,
111L26346,ARMED ROBBERY,14-Dec-11,CAPTURED,1108 ABBOTT COURT,BALTIMORE,MD,1108 ABBOTT COURT BALTIMORE MD ,,
116L05925,BURGLARY,14-Dec-11,CAPTURED,2400 ST PAUL,BALTIMORE,MD,2400 ST PAUL BALTIMORE MD ,,
112L05443,HOME INVASION,13-Dec-11,CAPTURED,407 N. ELLWOOD ST,BALTIMORE,MD,407 N. ELLWOOD ST BALTIMORE MD ,,
117L04981,OTHER,12-Dec-11,CAPTURED,4300 SHELDON AVE.,BALTIMORE,MD,4300 SHELDON AVE. BALTIMORE MD ,,
119L04993,RAPE,11-Dec-11,CAPTURED,6608 WINDSOR MILL RD,BALTIMORE,MD,6608 WINDSOR MILL RD BALTIMORE MD ,,
116L04345,HOMICIDE,10-Dec-11,CAPTURED,300 PARK AVE,BALTIMORE,MD,300 PARK AVE BALTIMORE MD ,,
116L04345,HOMICIDE,10-Dec-11,CAPTURED,2700 REISTERSTOWN ROAD,BALTIMORE,MD,2700 REISTERSTOWN ROAD BALTIMORE MD ,,
119L03892,ARMED ROBBERY,9-Dec-11,CAPTURED,3300 AUCHENTOROLY TERR.,BALTIMORE,MD,3300 AUCHENTOROLY TERR. BALTIMORE MD ,,
114L03525,ARMED ROBBERY,8-Dec-11,CAPTURED,3220 NORTHWAY DR.,BALTIMORE,MD,3220 NORTHWAY DR. BALTIMORE MD ,,
115L02836,UNARMED ROBBERY,6-Dec-11,CAPTURED,458 FEDERAL ST.,BALTIMORE,MD,458 FEDERAL ST. BALTIMORE MD ,,
113K02473,SEX OFFENSE,6-Dec-11,CAPTURED,2447 WOODBROOK,BALTIMORE,MD,2447 WOODBROOK BALTIMORE MD ,,
115L01561,RAPE,4-Dec-11,CAPTURED,5457 BALTIMORE NATIONAL PIKE,BALTIMORE,MD,5457 BALTIMORE NATIONAL PIKE BALTIMORE MD ,,
112K12647,ARMED ROBBERY,28-Nov-11,CAPTURED,1508 N. PATTERSON PK.,BALTIMORE,MD,1508 N. PATTERSON PK. BALTIMORE MD ,,
111K11173,SEX OFFENSE,24-Nov-11,CAPTURED,2800 BOSTON ST,BALTIMORE,MD,2800 BOSTON ST BALTIMORE MD ,,
112K11124,UNARMED ROBBERY,23-Nov-11,CAPTURED,3426 DUNRAN RD,BALTIMORE,MD,3426 DUNRAN RD BALTIMORE MD ,,
118K10371,OTHER,22-Nov-11,CAPTURED,2307 N. PULASKI STREET,BALTIMORE,MD,2307 N. PULASKI STREET BALTIMORE MD ,,
115J12788,OTHER,21-Nov-11,CAPTURED,5309 MAPLE AVE,BALTIMORE,MD,5309 MAPLE AVE BALTIMORE MD ,,
112K09361,AGGRAVATED ASSAULT,20-Nov-11,CAPTURED,329 S. BALLOU CT.,BALTIMORE,MD,329 S. BALLOU CT. BALTIMORE MD ,,
116K06849,ARMED ROBBERY,14-Nov-11,CAPTURED,5514 HADDON AVE,BALTIMORE,MD,5514 HADDON AVE BALTIMORE MD ,,
114K06753,UNARMED ROBBERY,14-Nov-11,CAPTURED,2001 BURNWOOD ROAD,BALTIMORE,MD,2001 BURNWOOD ROAD BALTIMORE MD ,,
114K06597,ARMED ROBBERY,14-Nov-11,CAPTURED,2206 PINEWOOD AVE. APT 2C,BALTIMORE,MD,2206 PINEWOOD AVE. APT 2C BALTIMORE MD ,,
111K05877,HOMICIDE,12-Nov-11,CAPTURED,1109 MONTPELIER,BALTIMORE,MD,1109 MONTPELIER BALTIMORE MD ,,
118J12733,OTHER,8-Nov-11,CAPTURED,3506 LUCEILLA AVE,BALTIMORE,MD,3506 LUCEILLA AVE BALTIMORE MD ,,
111K03321,ARMED ROBBERY,7-Nov-11,CAPTURED,1422 POPLAR GROVE STREET,BALTIMORE,MD,1422 POPLAR GROVE STREET BALTIMORE MD ,,
116K02923,ARMED ROBBERY,6-Nov-11,CAPTURED,2257 W. BALTIMORE STREET,BALTIMORE,MD,2257 W. BALTIMORE STREET BALTIMORE MD ,,
118K00840,ARMED ROBBERY,2-Nov-11,CAPTURED,506 LUCIA AVE,BALTIMORE,MD,506 LUCIA AVE BALTIMORE MD ,,
116K00543,ARMED ROBBERY,1-Nov-11,CAPTURED,3750 COMMERCE DR,BALTIMORE,MD,3750 COMMERCE DR BALTIMORE MD ,,
114J14423,UNARMED ROBBERY,30-Oct-11,CAPTURED,6005 STARLIEGH,BALTIMORE,MD,6005 STARLIEGH BALTIMORE MD ,,
117J13335,ARMED ROBBERY,28-Oct-11,CAPTURED,4308 SEMINOLE AVE APT. 103,BALTIMORE,MD,4308 SEMINOLE AVE APT. 103 BALTIMORE MD ,,
118J13281,HOMICIDE,27-Oct-11,CAPTURED,1700 BRADDISH,BALTIMORE,MD,1700 BRADDISH BALTIMORE MD ,,
113J13042,ABDUCTION,27-Oct-11,CAPTURED,3824 LEADENHALL ST.,BALTIMORE,MD,3824 LEADENHALL ST. BALTIMORE MD ,,
113J13042,ABDUCTION,27-Oct-11,CAPTURED,3824 LEADENHALL ST.,BALTIMORE,MD,3824 LEADENHALL ST. BALTIMORE MD ,,
115J11598,HOMICIDE,24-Oct-11,CAPTURED,3509 WOODLAND AVE APT 3A,BALTIMORE,MD,3509 WOODLAND AVE APT 3A BALTIMORE MD ,,
119J11206,ARMED ROBBERY,23-Oct-11,CAPTURED,7300 BALTIMORE ANNAPOLIS BLVD,GLENBURNIE,MD,7300 BALTIMORE ANNAPOLIS BLVD GLENBURNIE MD ,,
116J10342,ARMED ROBBERY,21-Oct-11,CAPTURED,2601 SPELLMAN RD. APT. B2,BALTIMORE,MD,2601 SPELLMAN RD. APT. B2 BALTIMORE MD ,,
113J09901,ARMED ROBBERY,20-Oct-11,CAPTURED,2300 GUILFORD,BALTIMORE,MD,2300 GUILFORD BALTIMORE MD ,,
114J08880,ARMED ROBBERY,18-Oct-11,CAPTURED,1614 FEDERAL STREET,BALTIMORE,MD,1614 FEDERAL STREET BALTIMORE MD ,,
111J08593,SEX OFFENSE,18-Oct-11,CAPTURED,3315 ROMANA AVE,BALTIMORE,MD,3315 ROMANA AVE BALTIMORE MD ,,
113J12253,HOMICIDE,17-Oct-11,CAPTURED,633 PERKINS,BALTIMORE,MD,633 PERKINS BALTIMORE MD ,,
113J07875,HOMICIDE,17-Oct-11,CAPTURED,904 LEXINGTON APT 9,BALTIMORE,MD,904 LEXINGTON APT 9 BALTIMORE MD ,,
115J07706,SHOOTING,16-Oct-11,CAPTURED,4600 MANNASOTA,BALTIMORE,MD,4600 MANNASOTA BALTIMORE MD ,,
113J07431,HOMICIDE,16-Oct-11,CAPTURED,2813 FORREST GLEN RD,BALTIMORE,MD,2813 FORREST GLEN RD BALTIMORE MD ,,
116J06344,ARMED ROBBERY,13-Oct-11,CAPTURED,2926 OAKLEY,BALTIMORE,MD,2926 OAKLEY BALTIMORE MD ,,
111J06204,ARMED ROBBERY,12-Oct-11,CAPTURED,310 CHARTER OAK AVENUE,BALTIMORE,MD,310 CHARTER OAK AVENUE BALTIMORE MD ,,
111J05455,SEX OFFENSE,12-Oct-11,CAPTURED,9214 CHERRY LANE,LAUREL,MD,9214 CHERRY LANE LAUREL MD ,,
113J05443,OTHER,12-Oct-11,CAPTURED,201 N. AISQUITH ST.,BALTIMORE,MD,201 N. AISQUITH ST. BALTIMORE MD ,,
114A03939,OTHER,11-Oct-11,CAPTURED,2020 RIDGEHILL,BALTIMORE,MD,2020 RIDGEHILL BALTIMORE MD ,,
119J03838,OTHER,9-Oct-11,CAPTURED,2804 DENHAM CIR.,BALTIMORE,MD,2804 DENHAM CIR. BALTIMORE MD ,,
118J02154,AGGRAVATED ASSAULT,6-Oct-11,CAPTURED,3302 W. PATAPSCO AVE,BALTIMORE,MD,3302 W. PATAPSCO AVE BALTIMORE MD ,,
112J02188,ARMED ROBBERY,5-Oct-11,CAPTURED,11TH. AVE.,SILVER SPRING,MD,11TH. AVE. SILVER SPRING MD ,,
119I13791,OTHER,4-Oct-11,CAPTURED,1308 SHEPHARD STREET NW,WASHINGTON,DC,1308 SHEPHARD STREET NW WASHINGTON DC ,,
119J01387,UNARMED ROBBERY,4-Oct-11,CAPTURED,296 MOUNTAIN RIDGE CT. APT. H,BALTIMORE,MD,296 MOUNTAIN RIDGE CT. APT. H BALTIMORE MD ,,
115J00313,SHOOTING,1-Oct-11,CAPTURED,717 DRUID PARK LAKE DR. APT 1106,BALTIMORE,MD,717 DRUID PARK LAKE DR. APT 1106 BALTIMORE MD ,,
119I13791,SHOOTING,29-Sep-11,CAPTURED,4131 TOWNSEND AVE,BALTIMORE,MD,4131 TOWNSEND AVE BALTIMORE MD ,,
119F13791,RAPE,29-Sep-11,CAPTURED,1708 CODY DRIVE,SILVER SPRING,MD,1708 CODY DRIVE SILVER SPRING MD ,,
116I13056,UNARMED ROBBERY,27-Sep-11,CAPTURED,2902 GRANTLEY,BALTIMORE,MD,2902 GRANTLEY BALTIMORE MD ,,
114I12951,DOMESTIC VIOLENCE,27-Sep-11,CAPTURED,43B OAKGROVE DRIVE,ESSEX,MD,43B OAKGROVE DRIVE ESSEX MD ,,
117I2532,ARMED ROBBERY,26-Sep-11,CAPTURED,3217 BAKER ST.,BALTIMORE,MD,3217 BAKER ST. BALTIMORE MD ,,
118I12239,ARMED ROBBERY,26-Sep-11,CAPTURED,3419 DOLEFIELD,BALTIMORE,MD,3419 DOLEFIELD BALTIMORE MD ,,
118I12239,ARMED ROBBERY,26-Sep-11,CAPTURED,3419 DOLEFIELD,BALTIMORE,MD,3419 DOLEFIELD BALTIMORE MD ,,
118I12303,ARMED ROBBERY,26-Sep-11,CAPTURED,1700 N ELLAMONT ST,BALTIMORE,MD,1700 N ELLAMONT ST BALTIMORE MD ,,
111I11689,ARMED ROBBERY,25-Sep-11,CAPTURED,2614 OSWEGO AVE,BALTIMORE,MD,2614 OSWEGO AVE BALTIMORE MD ,,
117I11128,SHOOTING,23-Sep-11,CAPTURED,2525 EUTAW ST.,BALTIMORE,MD,2525 EUTAW ST. BALTIMORE MD ,,
112I11141,ARMED ROBBERY,23-Sep-11,CAPTURED,134 N. ELLWOOD,BALTIMORE,MD,134 N. ELLWOOD BALTIMORE MD ,,
112I11121,ARMED ROBBERY,23-Sep-11,CAPTURED,2329 E. FAYETTE STREET,BALTIMORE,MD,2329 E. FAYETTE STREET BALTIMORE MD ,,
116I06005,AGGRAVATED ASSAULT,22-Sep-11,CAPTURED,1214 DRUID HILL AVE,BALTIMORE,MD,1214 DRUID HILL AVE BALTIMORE MD ,,
119I10406,RAPE,22-Sep-11,CAPTURED,1625 CYPRESS STREET,BALTIMORE,MD,1625 CYPRESS STREET BALTIMORE MD ,,
111I09120,ARMED ROBBERY,19-Sep-11,CAPTURED,3831 DERBY MANOR DRIVE,BALTIMORE,MD,3831 DERBY MANOR DRIVE BALTIMORE MD ,,
112I09012,ARMED ROBBERY,19-Sep-11,CAPTURED,6100 BOSTON ST,BALTIMORE,MD,6100 BOSTON ST BALTIMORE MD ,,
119I08593,SHOOTING,18-Sep-11,CAPTURED,9060K MOONSHINE HOLLOW,BALTIMORE,MD,9060K MOONSHINE HOLLOW BALTIMORE MD ,,
115I08412,ARMED ROBBERY,18-Sep-11,CAPTURED,3212 LEEDS STREET,BALTIMORE,MD,3212 LEEDS STREET BALTIMORE MD ,,
117I08127,SHOOTING,17-Sep-11,CAPTURED,48 GORMAN ST,BALTIMORE,MD,48 GORMAN ST BALTIMORE MD ,,
119I8187,UNARMED ROBBERY,17-Sep-11,CAPTURED,117 N POPPLETON AVE,BALTIMORE,MD,117 N POPPLETON AVE BALTIMORE MD ,,
119I08255,UNARMED ROBBERY,17-Sep-11,CAPTURED,1000 W. LOMBARD STREET,BALTIMORE,MD,1000 W. LOMBARD STREET BALTIMORE MD ,,
119I7514,ARMED ROBBERY,16-Sep-11,CAPTURED,3503 ELDORADO APT A,BALTIMORE,MD,3503 ELDORADO APT A BALTIMORE MD ,,
111I7326,UNARMED ROBBERY,16-Sep-11,CAPTURED,4630 PIMLICO ROAD,BALTIMORE,MD,4630 PIMLICO ROAD BALTIMORE MD ,,
111I05653,ARMED ROBBERY,13-Sep-11,CAPTURED,3804 CHATHAM,BALTIMORE,MD,3804 CHATHAM BALTIMORE MD ,,
116I05246,UNARMED ROBBERY,12-Sep-11,CAPTURED,609 GLENOLDEN,BALTIMORE,MD,609 GLENOLDEN BALTIMORE MD ,,
118I00507,OTHER,11-Sep-11,CAPTURED,3718 CRESTFIELD COURT,BALTIMORE,MD,3718 CRESTFIELD COURT BALTIMORE MD ,,
119I05040,UNARMED ROBBERY,11-Sep-11,CAPTURED,1009 HICKAM RD,MIDDLE RIVER,MD,1009 HICKAM RD MIDDLE RIVER MD ,,
119I05166,UNARMED ROBBERY,9-Sep-11,CAPTURED,6235 LAURELTON,BALTIMORE,MD,6235 LAURELTON BALTIMORE MD ,,
112I03625,AGGRAVATED ASSAULT,8-Sep-11,CAPTURED,3600 W FRANKLIN ST,BALTIMORE,MD,3600 W FRANKLIN ST BALTIMORE MD ,,
115I2327,ARMED ROBBERY,6-Sep-11,CAPTURED,3806 BAYVILLE AVE,BALTIMORE,MD,3806 BAYVILLE AVE BALTIMORE MD ,,
112I02486,OTHER,6-Sep-11,CAPTURED,200 S. BROADWAY,BALTIMORE,MD,200 S. BROADWAY BALTIMORE MD ,,
112I1893,ARMED ROBBERY,5-Sep-11,CAPTURED,5505 HOPKINS BAYVIEW DR,BALTIMORE,MD,5505 HOPKINS BAYVIEW DR BALTIMORE MD ,,
112I01528,ABDUCTION,4-Sep-11,CAPTURED,14 ST. ELMO COURT,BALTIMORE,MD,14 ST. ELMO COURT BALTIMORE MD ,,
114I1028,OTHER,3-Sep-11,CAPTURED,1610 N. HILTON ST,BALTIMORE,MD,1610 N. HILTON ST BALTIMORE MD ,,
114I00786,BURGLARY,1-Sep-11,CAPTURED,1654 WHITEHEAD COURT,BALTIMORE,MD,1654 WHITEHEAD COURT BALTIMORE MD ,,
111G10119,OTHER,30-Aug-11,CAPTURED,1510 PRESSER CT,BALTIMORE,MD,1510 PRESSER CT BALTIMORE MD ,,
118H13907,SHOOTING,29-Aug-11,CAPTURED,9622 DEVDENTE,BALTIMORE,MD,9622 DEVDENTE BALTIMORE MD ,,
113H13026,UNARMED ROBBERY,27-Aug-11,CAPTURED,1201 N. GREENMOUNT AVE,BALTIMORE,MD,1201 N. GREENMOUNT AVE BALTIMORE MD ,,
113H11753,HOMICIDE,25-Aug-11,CAPTURED,1600 E. MONUMENT,BALTIMORE,MD,1600 E. MONUMENT BALTIMORE MD ,,
119H11499,ARMED ROBBERY,24-Aug-11,CAPTURED,517 SEAGULL AVE,BALTIMORE,MD,517 SEAGULL AVE BALTIMORE MD ,,
117H06360,OTHER,24-Aug-11,CAPTURED,809 PONTIAC,BALTIMORE,MD,809 PONTIAC BALTIMORE MD ,,
118H10139,OTHER,24-Aug-11,CAPTURED,1601 FREDERICK ST. APT 3,BALTIMORE,MD,1601 FREDERICK ST. APT 3 BALTIMORE MD ,,
114H11268,ABDUCTION,23-Aug-11,CAPTURED,24 W. FRANKLIN ST,BALTIMORE,MD,24 W. FRANKLIN ST BALTIMORE MD ,,
113C01286,OTHER,23-Aug-11,CAPTURED,1732 DARLEY,BALTIMORE,MD,1732 DARLEY BALTIMORE MD ,,
118H10373,HOMICIDE,22-Aug-11,CAPTURED,1208 WASHINGTON BLVD,BALTIMORE,MD,1208 WASHINGTON BLVD BALTIMORE MD ,,
118H10373,HOMICIDE,22-Aug-11,CAPTURED,2702 OSWEGO AVE,BALTIMORE,MD,2702 OSWEGO AVE BALTIMORE MD ,,
115H09880,AGGRAVATED ASSAULT,21-Aug-11,CAPTURED,7 WILLIAMS CT,OWINGS MILLS,MD,7 WILLIAMS CT OWINGS MILLS MD ,,
111H09731,ARMED ROBBERY,20-Aug-11,CAPTURED,1508 PENNSYLVANIA AVE APT 4,BALTIMORE,MD,1508 PENNSYLVANIA AVE APT 4 BALTIMORE MD ,,
111H09676,ARMED ROBBERY,20-Aug-11,CAPTURED,1014 N. CHARLES ST.,BALTIMORE,MD,1014 N. CHARLES ST. BALTIMORE MD ,,
115H08992,ARMED ROBBERY,19-Aug-11,CAPTURED,5702 LEIDEN,BALTIMORE,MD,5702 LEIDEN BALTIMORE MD ,,
114H01211,OTHER,17-Aug-11,CAPTURED,915 GARDEN DR. APT 2A,BALTIMORE,MD,915 GARDEN DR. APT 2A BALTIMORE MD ,,
116H07360,ARMED ROBBERY,16-Aug-11,CAPTURED,4018 N ROGERS APT A,BALTIMORE,MD,4018 N ROGERS APT A BALTIMORE MD ,,
118H07339,ARMED ROBBERY,16-Aug-11,CAPTURED,108 S. CULVER,BALTIMORE,MD,108 S. CULVER BALTIMORE MD ,,
114G04048,OTHER,15-Aug-11,CAPTURED,2902 W. COLDSPRING LANE APT D,BALTIMORE,MD,2902 W. COLDSPRING LANE APT D BALTIMORE MD ,,
116H06291,ARMED ROBBERY,13-Aug-11,CAPTURED,621 EAST PRATT STREET,BALTIMORE,MD,621 EAST PRATT STREET BALTIMORE MD ,,
111H5569,CARJACKING,12-Aug-11,CAPTURED,824 GEORGE ST.,BALTIMORE,MD,824 GEORGE ST. BALTIMORE MD ,,
111H05551,ARMED ROBBERY,12-Aug-11,CAPTURED,81511 2400 W NORTHERN PKWY,BALTIMORE,MD,81511 2400 W NORTHERN PKWY BALTIMORE MD ,,
113H04619,ARMED ROBBERY,10-Aug-11,CAPTURED,1406 ASHLAND AVE,BALTIMORE,MD,1406 ASHLAND AVE BALTIMORE MD ,,
114H04586,ARMED ROBBERY,10-Aug-11,CAPTURED,1801 N. PULASKI,BALTIMORE,MD,1801 N. PULASKI BALTIMORE MD ,,
115H02033,ARMED ROBBERY,5-Aug-11,CAPTURED,1800 RUXTON AVE,BALTIMORE,MD,1800 RUXTON AVE BALTIMORE MD ,,
119H02011,ARMED ROBBERY,4-Aug-11,CAPTURED,2715 SPELLMAN,BALTIMORE,MD,2715 SPELLMAN BALTIMORE MD ,,
115H01795,AGGRAVATED ASSAULT,4-Aug-11,CAPTURED,1113 GLEN EAGLE,BALTIMORE,MD,1113 GLEN EAGLE BALTIMORE MD ,,
114H01585,ARMED ROBBERY,4-Aug-11,CAPTURED,4418 MARBLE HALL APT. 350,BALTIMORE,MD,4418 MARBLE HALL APT. 350 BALTIMORE MD ,,
119G14023,ARMED ROBBERY,29-Jul-11,CAPTURED,337 S. FULTON STREET,BALTIMORE,MD,337 S. FULTON STREET BALTIMORE MD ,,
119G13814,UNARMED ROBBERY,29-Jul-11,CAPTURED,4900 RITCHIE HWY,BALTIMORE,MD,4900 RITCHIE HWY BALTIMORE MD ,,
118G13729,AGGRAVATED ASSAULT,29-Jul-11,CAPTURED,4139 MOUNTWOOD RD.,BALTIMORE,MD,4139 MOUNTWOOD RD. BALTIMORE MD ,,
116G13241,ARMED ROBBERY,28-Jul-11,CAPTURED,3301 W ROGERS,BALTIMORE,MD,3301 W ROGERS BALTIMORE MD ,,
116G13136,AGGRAVATED ASSAULT,27-Jul-11,CAPTURED,2821 BOARMAN,BALTIMORE,MD,2821 BOARMAN BALTIMORE MD ,,
112G12880,UNARMED ROBBERY,27-Jul-11,CAPTURED,242 S. SPRING ST,BALTIMORE,MD,242 S. SPRING ST BALTIMORE MD ,,
116G11308,ARMED ROBBERY,24-Jul-11,CAPTURED,500 S. BRUNSWICK,BALTIMORE,MD,500 S. BRUNSWICK BALTIMORE MD ,,
119G07710,OTHER,23-Jul-11,CAPTURED,946 ARGONNE DRIVE APT 2,BALTIMORE,MD,946 ARGONNE DRIVE APT 2 BALTIMORE MD ,,
